source_text,output_text,alt_text,modify_type
What is the horsepower of the car with the largest accelerate?,"select tbl:cars_data, project col:cars_data/Accelerate #1, superlative #1 #2, project col:cars_data/Horsepower #3","select tbl:cars_data, project col:cars_data/Accelerate #1, superlative #1 #2, project col:cars_data/Horsenheit #3",beam
What is the horsepower of the car with the largest accelerate?,"select tbl:cars_data, project col:cars_data/Accelerate #1, superlative #1 #2, project col:cars_data/Horsepower #3","select tbl:cars_data, project col:cars_data/Accelerate #1, superlative #1 #2, project col:cars_data/Horsepower #3",greate/less
What is the horsepower of the car with the greatest accelerate?,"select tbl:cars_data, project col:cars_data/Accelerate #1, superlative #1 #2, project col:cars_data/Horsepower #3","select tbl:cars_data, project col:cars_data/Accelerate #1, superlative #1 #2, project col:cars_data/Horsenheit #3",beam
What is the horsepower of the car with the greatest accelerate?,"select tbl:cars_data, project col:cars_data/Accelerate #1, superlative #1 #2, project col:cars_data/Horsepower #3","select tbl:cars_data, project col:cars_data/Accelerate #1, superlative #1 #2, project col:cars_data/Horsepower #3",greate/less
"For model volvo, how many cylinders does the car with the least accelerate have?","select tbl:car_names, project col:car_names/Model #1, comparative #1 #2 equal/volvo, project col:cars_data/Accelerate #3, superlative #3 #4, project col:cars_data/Cylinders #5, aggregate col:cars_data/Cylinders #6","select tbl:car_names, project col:car_names/Model #1, comparative #1 #2 equal/volvo, project col:cars_data/Accelerate #3, superlative #3 #4, project col:cars_data/Cylinders #5, aggregate col:cars_data/Cylinders #7",beam
"For model volvo, how many cylinders does the car with the least accelerate have?","select tbl:car_names, project col:car_names/Model #1, comparative #1 #2 equal/volvo, project col:cars_data/Accelerate #3, superlative #3 #4, project col:cars_data/Cylinders #5, aggregate col:cars_data/Cylinders #6","select tbl:car_names, project col:car_names/Model #1, comparative #1 #2 equal/volvo, project col:cars_data/Accelerate #3, aggregate col:cars_data/Cylinders #6, project col:cars_data/Cylinders #5, superlative #3 #4",order
"For model volvo, how many cylinders does the car with the least accelerate have?","select tbl:car_names, project col:car_names/Model #1, comparative #1 #2 equal/volvo, project col:cars_data/Accelerate #3, superlative #3 #4, project col:cars_data/Cylinders #5, aggregate col:cars_data/Cylinders #6","select tbl:car_names, project col:car_names/Model #1, comparative #1 #2less//volvo, project col:cars_data/Accelerate #3, aggregate col:cars_data/Cylinders #6, project col:cars_data/Cylinders #5, superlative #3 #4",greate/less
"For a volvo model, how many cylinders does the version with least accelerate have?","select val:car_names, project none #1, project col:cars_data/Accelerate #2, superlative #2 #3, project col:cars_data/Cylinders #4, aggregate max #5","select val:car_names, project none #1, project col:cars_data/Accelerate #2, superlative #2 #3, project col:cars_data/Cylinders #4, aggregate col:cars_data/Cylinders 5",beam
"For a volvo model, how many cylinders does the version with least accelerate have?","select val:car_names, project none #1, project col:cars_data/Accelerate #2, superlative #2 #3, project col:cars_data/Cylinders #4, aggregate max #5","select val:car_names, project none #1, superlative #2 #3, project col:cars_data/Accelerate #2, project col:cars_data/Cylinders #4, aggregate max #5",order
"For a volvo model, how many cylinders does the version with least accelerate have?","select val:car_names, project none #1, project col:cars_data/Accelerate #2, superlative #2 #3, project col:cars_data/Cylinders #4, aggregate max #5","select val:car_names, project none #1, superlative #2 #3, project col:cars_data/Accelerate #2, project col:cars_data/Cylinders #4, aggregate max #5",greate/less
How many cars have a larger accelerate than the car with the largest horsepower?,"select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, project col:cars_data/Accelerate #3, comparative #1 #4 great/#5, aggregate count #6","select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, project col:cars_data/Accelerate #3, comparative #1 #5 great/#6, aggregate count #7",beam
How many cars have a larger accelerate than the car with the largest horsepower?,"select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, project col:cars_data/Accelerate #3, comparative #1 #4 great/#5, aggregate count #6","select tbl:cars_data, project col:cars_data/Horsepower #1, project col:cars_data/Accelerate #3, project col:cars_data/Accelerate #1, superlative #1 #2, comparative #1 #4 great/#5, aggregate count #6",order
How many cars have a larger accelerate than the car with the largest horsepower?,"select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, project col:cars_data/Accelerate #3, comparative #1 #4 great/#5, aggregate count #6","select tbl:cars_data, project col:cars_data/Horsepower #1, project col:cars_data/Accelerate #3, project col:cars_data/Accelerate #1, superlative #1 #2, comparative #1 #4  equal#5, aggregate count #6",greate/less
What is the number of cars with a greater accelerate than the one with the most horsepower?,"select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, project col:cars_data/Accelerate #3, comparative #1 #4 great/#5, aggregate count #6","select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, project col:cars_data/Accelerate #3, aggregate count #4",beam
What is the number of cars with a greater accelerate than the one with the most horsepower?,"select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, project col:cars_data/Accelerate #3, comparative #1 #4 great/#5, aggregate count #6","select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, comparative #1 #4 great/#5, project col:cars_data/Accelerate #3, aggregate count #6",order
What is the number of cars with a greater accelerate than the one with the most horsepower?,"select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, project col:cars_data/Accelerate #3, comparative #1 #4 great/#5, aggregate count #6","select tbl:cars_data, project col:cars_data/Horsepower #1, superlative #1 #2, project col:cars_data/Accelerate #1, comparative #1 #4  equal#5, project col:cars_data/Accelerate #3, aggregate count #6",greate/less
How many cars has over 6 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/6, aggregate count #4","select tbl:cars_data, project col:cars_data/Cylinders #1, comparative #1 #2 great/6, aggregate count #3",beam
How many cars has over 6 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/6, aggregate count #4","select tbl:cars_data, group #2 #1, project col:cars_data/Cylinders #1, comparative #1 #3 great/6, aggregate count #4",order
How many cars has over 6 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 great/6, aggregate count #4","select tbl:cars_data, group #2 #1, project col:cars_data/Cylinders #1, comparative #1 #3  equal6, aggregate count #4",greate/less
What is the number of cars with over 6 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, comparative #1 #2 great/6, aggregate count #3","select tbl:cars_data, project col:cars_data/Cylinders #1, aggregate count #2",beam
What is the number of cars with over 6 cylinders?,"select tbl:cars_data, project col:cars_data/Cylinders #1, comparative #1 #2 great/6, aggregate count #3","select tbl:cars_data, project col:cars_data/Cylinders #1, comparative #1 #2 greatequal/6, aggregate count #3",greate/less
"For the cars with 4 cylinders, which model has the largest horsepower?","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 equal/4, project col:car_names/Model #4, project col:cars_data/Horsepower #5, superlative #6 #5","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 equal/4, project col:car_names/Model #4, project col:cars_data/Horsepower #5, aggregate max #6",beam
"For the cars with 4 cylinders, which model has the largest horsepower?","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 equal/4, project col:car_names/Model #4, project col:cars_data/Horsepower #5, superlative #6 #5","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 equal/4, project col:cars_data/Horsepower #5, project col:car_names/Model #4, superlative #6 #5",order
"For the cars with 4 cylinders, which model has the largest horsepower?","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 equal/4, project col:car_names/Model #4, project col:cars_data/Horsepower #5, superlative #6 #5","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3great//4, project col:cars_data/Horsepower #5, project col:car_names/Model #4, superlative #6 #5",greate/less
"For all of the 4 cylinder cars, which model has the most horsepower?","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 equal/4, project col:car_names/Model #4, project col:cars_data/Horsepower #5, aggregate max #6","select tbl:car_names, comparative #1 #1 equal/4 col:cars_data/Cylinders, project col:car_names/Model #2, project col:cars_data/Horsepower #3, group #4 #3, superlative #3 #5",beam
"For all of the 4 cylinder cars, which model has the most horsepower?","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 equal/4, project col:car_names/Model #4, project col:cars_data/Horsepower #5, aggregate max #6","select tbl:car_names, comparative #1 #3 equal/4, group #2 #1, project col:cars_data/Cylinders #1, project col:car_names/Model #4, project col:cars_data/Horsepower #5, aggregate max #6",order
"For all of the 4 cylinder cars, which model has the most horsepower?","select tbl:car_names, project col:cars_data/Cylinders #1, group #2 #1, comparative #1 #3 equal/4, project col:car_names/Model #4, project col:cars_data/Horsepower #5, aggregate max #6","select tbl:car_names, comparative #1 #3great//4, group #2 #1, project col:cars_data/Cylinders #1, project col:car_names/Model #4, project col:cars_data/Horsepower #5, aggregate max #6",greate/less
