id,source_text,target_text
5917,"What is the name of the tourist attraction that is associated with the photo ""game1""? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>","select tbl:Tourist_Attractions, project tbl:Photos #1, comparative #1 #2 equal/game1, project col:Tourist_Attractions/Name #3"
5918,"Which tourist attraction is associated with the photo ""game1""? Return its name. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>","select tbl:Tourist_Attractions, project tbl:Photos #1, comparative #1 #2 equal/game1, project col:Tourist_Attractions/Name #3"
5923,What are the details of the shops that can be accessed by walk? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Shops, comparative #1 #1 equal/walk col:Tourist_Attractions/How_to_Get_There, project col:Shops/Shop_Details #2"
5924,Find the details of the shops that can be reached by walk. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Shops, comparative #1 #1 equal/walk col:Tourist_Attractions/How_to_Get_There, project col:Shops/Shop_Details #2"
5925,"What is the name of the staff that is in charge of the attraction named ""US museum""? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>","select tbl:Tourist_Attractions, comparative #1 #1 equal/US museum col:Tourist_Attractions/Name, project tbl:Staff #2, project col:Staff/Name #3"
5926,"Tell me the name of the staff in charge of the attraction called ""US museum"". <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>","select tbl:Tourist_Attractions, comparative #1 #1 equal/US museum col:Tourist_Attractions/Name, project tbl:Staff #2, project col:Staff/Name #3"
5927,What are the details of the markets that can be accessed by walk or bus? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Street_Markets, comparative #1 #1 equal/walk col:Tourist_Attractions/How_to_Get_There, comparative #1 #1 equal/bus col:Tourist_Attractions/How_to_Get_There, union #2 #3, project col:Street_Markets/Market_Details #4"
5928,Find the details of all the markets that are accessible by walk or bus. <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Street_Markets, comparative #1 #1 equal/walk col:Tourist_Attractions/How_to_Get_There, comparative #1 #1 equal/bus col:Tourist_Attractions/How_to_Get_There, union #2 #3, project col:Street_Markets/Market_Details #4"
5929,What are the visit date and details of the visitor whose detail is 'Vincent'? <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select tbl:Visits, comparative #1 #1 equal/Vincent col:Visitors/Tourist_Details, project col:Visits/Visit_Date #2, project col:Visits/Visit_Details #2, union #3 #4"
5930,Find the visit date and details of the tourist whose detail is 'Vincent' <tbl> Ref_Hotel_Star_Ratings Locations Ref_Attraction_Types Visitors Features Hotels Tourist_Attractions Street_Markets Shops Museums Royal_Family Theme_Parks Visits Photos Staff Tourist_Attraction_Features </tbl> <col> star_rating_code star_rating_description Location_ID Location_Name Address Other_Details Attraction_Type_Code Attraction_Type_Description Tourist_ID Tourist_Details Feature_ID Feature_Details hotel_id star_rating_code pets_allowed_yn price_range other_hotel_details Tourist_Attraction_ID Attraction_Type_Code Location_ID How_to_Get_There Name Description Opening_Hours Other_Details Market_ID Market_Details Shop_ID Shop_Details Museum_ID Museum_Details Royal_Family_ID Royal_Family_Details Theme_Park_ID Theme_Park_Details Visit_ID Tourist_Attraction_ID Tourist_ID Visit_Date Visit_Details Photo_ID Tourist_Attraction_ID Name Description Filename Other_Details Staff_ID Tourist_Attraction_ID Name Other_Details Tourist_Attraction_ID Feature_ID </col>,"select col:Visits, project col:Visits/Visit_Details #1, comparative #1 #2 equal/Vincent, project col:Visits/Visit_Date #3, project col:Visits/Visit_Details #3, union #4 #5"
